lines,chars,aa
22,33,"                r                
               ain               
               rai               
              nrain              
             rainrai             
            nrainrain            
           ainrainrain           
          rainrainrainr          
         ainrainrainrain         
        rainrainrainrainr        
      ainrainrainrainrainra      
    inra nrainrainrainrainrai    
  nrain  inrainrainrainrainrain  
 rain   nrainrainrainrainrainrai 
nrai   inrainrainrainrainrainrain
rai   inrainrainrainrainrainrainr
rain   nrainrainrainrainrainrainr
 rainr  nrainrainrainrainrainrai 
  nrain ainrainrainrainrainrain  
    rainrainrainrainrainrainr    
      rainranirainrainrainr      
           ainrainrain
          "
24,35,"      |       |        |       | | 
 ' |   |   |     '  |      '       
              |           |     |  
 '     |  _,..--I--..,_ |          
   / _.-`` _,-`   `-,_ ``-._ \ lt. 
     `-,_,_,.,_   _,.,_._,-`       
|  | '   '     `Y` __ '     '      
  '|        ,-. I /  \       |  |  
 |    |    /   )I \  /     '   |   
'  '      /   / I_.""""._            
|  |    ,l  .'..`      `.   ' |  | 
 |     / | /   \        l          
      /, '""  .  \      ||   |   |  
 |  ' ||      |""|      ||   |      
'     ||      | |      ||       |  
|     \|      | '.____,'/  |  |    
   |   |      |  |    |F   '    |  
 | '   |      |  | |\ |     ' |    
       |      |  | || |      |     
|  |   |      |  | || |    |    |  
       |      |  | || |      |     
 ' |   '.____,'  \_||_/   |    |   
         |/\|    [_][_]      |     
""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
"
21,34,"                ()                
                /\                
               //\\               
              <<  >>              
          ()   \\//   ()          
()._____   /\   \\   /\   _____.()
   \.--.\ //\\ //\\ //\\ /.--./   
    \\__\\/__\//__\//__\\/__//    
     '--/\\--//\--//\--/\\--'     
        \\\\///\\//\\\////        
    ()-= >>\\< <\\> >\\<< =-()    
        ////\\\//\\///\\\\        
     .--\\/--\//--\//--\//--.     
    //""""/\\""""//\""""//\""""//\""""\\    
   /'--'/ \\// \\// \\// \'--'\   
 ()`""""""`   \/   //   \/   `""""""""`()
          ()   //\\   ()          
              <<  >>              
        jgs    \\//               
                \/                
                ()
               "
70,39,"                          |            
                          |            
                        __|__   *click*
                        ))|((          
                      .'/ | \`.        
                     / |  |  | \       
                     `-`--'--'-'       
                   '             `     
                                       
                '                   `  
                                       
                                       
    *  |||||  *                        
    | ||u u|| |  *yaaaaAAAAAAAAAaaawn!*
     \||\O/||/                         
     |`-- --'|                         
     |(.) (.)|                         
      |) . (|                          
      (  v  )                          
       \ | /                           
       ( | )                           
       '- -`                           
                                       
       |||||                           
      ||. .||                          
     |||\=/|||                         
     |.-- --.|                         
     /(_)_(_)\                         
     \ )_._( /                         
     '(`._.')`                         
       \ | /                           
       ( | )                           
       '- -`                           
                                       
                                       
       |||||                           
      ||. .||                          
     |||\=/|||                         
     |.--_--.|                         
     /( ) ( )\                         
     \ )   ( /                         
     '(_____)`                         
       \ | /                           
       (_|_)                           
       '- -`                           
                                       
        .--.                           
       /___ \.-.                       
       |. .|/`-'                       
      __\=/__                          
    .'  \:/  `.                        
   / /(  :  )\ \                       
   \_\(  :  )/_/                       
    (_(__:__)_)                        
      \  |  /                          
      |__|__|                          
     (___V___)                         
                                       
                                       
       .--.                            
   .-./ ___\      ||                   
   `-'\|. .|      ||                   
      __\=/__    .-.                   
    .'  \:/  `. /\/|                   
   / /(  :  )\ V /||                   
   \_\(  :  ) `-' ||                   
    (_(__:__)   __||___                
      \  |  /  /      /                
      |__|__| (      (                 
     (___V___) \______\
               "
7,10,"    |     
  \ | /   
   \*/    
--**O**-- 
   /*\    
  / | \   
    |
    "
7,14,"        .     
      \ | /   
    '-.;;;.-' 
   -==;;;;;==-
    .-';;;'-. 
      / | \   
jgs     '
    "
9,20,"          '         
        \  ,  /     
    ' ,___/_\___, ' 
       \ /o.o\ /    
   -=   > \_/ <   =-
       /_\___/_\    
    . `   \ /   ` . 
jgs     /  `  \     
           .
       "
9,31,"           |                   
     \     |     /             
       \       /               
         ,d8b,           .,    
 (')-"")_ 88888 ---   ;';'  ';'.
('-  (. ')98P'      ';.,;    ,;
 '-.(PjP)'     \       '.';.'  
           |     \             
           |
                  "
9,21,"      ;   :   ;      
   .   \_,!,_/   ,   
    `.,'     `.,'    
     /         \     
~ -- :         : -- ~
     \         /     
    ,'`._   _.'`.    
   '   / `!` \   `   
      ;   :   ;  hjw
"
10,19,"   ,    /),        
  (( -.((_))  _,)  
  ,\`.'_  _`-','   
  `.> <> <>  (,-   
 ,',    |     `._,)
((  )   |,   (`--' 
 `'( ) _--_,-.\ SSt
    /,' \( )  `'   
   ((    `\        
    `
             "
11,21,"          |          
          |   .      
   `.  *  |     .'   
     `. ._|_* .'  .  
   . * .'   `.  *    
-------|     |-------
   .  *`.___.' *  .  
      .'  |* `.  *   
    .' *  |  . `.    
        . |          
          | jgs
     "
12,26,"            :             
   `.       ;        .'   
     `.  .-'''-.   .'     
       ;'  __   _;'       
      /   '_    _`\       
     |  _( a (  a  |      
'''''| (_)    >    |``````
      \    \    / /       
       `.   `--'.'        
      .' `-,,,-' `.       
    .'      :      `.  hjw
            :
            "
12,28,"           .    |     .     
            \   |    /      
        `.   \  '   /   .'  
          `. .-*""""*-. .'    
      ""*-._ /.*""  ""*.\ _.-*""
           : <o>  <o> ; ____
      """"""""':    ..    ;     
      _.-*"" \ `.__.' / ""*-._
          .' `-.__.-' `.    
bug     .'   /   .  \   `.  
            /    |   \      
           '     |    `
    "
13,23,"            .          
            .          
            |          
      '.  _..._  .'    
        .'     '.      
   '-. /         \ .-' 
  _ _  ; L I F E ;  _ _
       \         /     
    .-' '._   _.' '-.  
       .   ```   .     
jgs   '     |     '    
            '          
            '
         "
13,33,"                |                
                |                
      `.        |        .'      
        `.    .---.    .'        
           .~       ~.           
          /   O   O   \          
-- -- -- (             ) -- -- --
          \    `-'    /          
           ~.       .~           
        .'    ~---~    `.        
      .'        |        `.      
                |                
                |
               "
14,24,"          |             
     \    |    /        
 `.   \   |   /   .'    
   `.  \  |  /  .'      
`-.  `. \d8b/ .'  .-'   
   `-. do0o88b .-'      
<~~~~ 8o0O0o888 ~~~~>   
<~~~~ 8o00o8888 ~~~~>   
   _-' qoo888p '-_      
,-'  ,' /q8p\ `.  `-.   
   ,'  /  |  \  `.      
 ,'   /   |   \   `.    
     /    |    \        
          |
            "
15,30,"        \     (      /        
   `.    \     )    /    .'   
     `.   \   (    /   .'     
       `.  .-''''-.  .'       
 `~._    .'/_    _\`.    _.~' 
     `~ /  / \  / \  \ ~'     
_ _ _ _|  _\O/  \O/_  |_ _ _ _
       | (_)  /\  (_) |       
    _.~ \  \      /  / ~._    
 .~'     `. `.__.' .'     `~. 
       .'  `-,,,,-'  `.       
     .'   /    )   \   `.     
   .'    /    (     \    `.   
        /      )     \     hjw
              (
              "
15,27,"             .             
         .   :   .         
     '.   .  :  .   .'     
  ._   '._.-'''-._.'   _.  
    '-..'         '..-'    
 --._ /.==.     .==.\ _.-- 
     ;/_o__\   /_o__\;     
-----|`     ) (     `|-----
    _: \_) (\_/) (_/ ;_    
 --'  \  '._.=._.'  /  '-- 
   _.-''.  '._.'  .''-._   
  '    .''-.(_).-''.    '  
 jgs .'   '  :  '   '.     
        '    :   '         
             '
            "
16,33,"Philip Kaulfuss                  
              .     :     .      
            .  :    |    :  .    
             .  |   |   |  ,     
              \  |     |  /      
          .     ,-'""""""`-.     .  
            ""- /  __ __  \ -""    
              |==|  I  |==|      
        - --- | _`--^--'_ | --- -
              |'`.     ,'`|      
            _- \  ""---""  / -_    
          .     `-.___,-'     .  
              /  |     |  \      
            .'  |   |   |  `.    
               :    |    :       
              .     :     .
     "
20,36,"           '                        
          .      '      .           
    .      .     :     .      .     
     '.        ______       .'      
       '  _.-""`      `""-._ '        
        .'                '.        
 `'--. /                    \ .--'` 
      /                      \      
     ;                        ;     
- -- |                        | -- -
     |     _.                 |     
     ;    /__`A   ,_          ;     
 .-'  \   |= |;._.}{__       /  '-. 
    _.-""""-|.' # '. `  `.-""{}<._     
          / 1938  \     \  x   `""   
     ----/         \_.-'|--X----    
     -=_ |         |    |- X.  =_   
    - __ |_________|_.-'|_X-X##     
    jgs `'-._|_|;:;_.-'` '::.  `""-  
     .:;.      .:.   ::.     '::.
  "
8,12,"--_-_-_-_---
   -_-_-_   
    -_-_-   
     -__-   
    _-_     
   _-       
   -_       
    _-_
    "
15,38,"   ((  ""####@@!!$$    ))              
       `#####@@!$$`  ))               
    ((  '####@!!$:                    
   ((  ,####@!!$:   ))                
       .###@!!$:                      
       `##@@!$:                       
        `#@!!$                        
  !@#    `#@!$:       @#$             
   #$     `#@!$:       !@!            
            '@!$:                     
        '`\   ""!$: /`'                
           '\  '!: /'                 
             ""\ : /""                  
  -.""-/\\\-.""//.-""/:`\.""-.JrS"".""-=_\\ 
"" -.""-.\\""-.""//.-"".`-.""_\\-."".-\"".-//
"
17,20,":,""~;~:."":~`;'"",~:,:
 :',.`.;,`.'"",`.;`: 
 :';,r,`;.""`;'.,~:: 
  :~:,""~:.`~:,""~::  
  :""~:,~."",',~:"",:  
   :"":.""~:"",g.,~:   
   :'`,"";.;'.,~::   
    :,""~,~-."":~:    
    :';,"",`;.""`:    
     :"":.""~"",`:     
     :.""',~:"",:     
      :`,"";.':      
      :~-."":~:      
       :,""`;:       
       :.`~::       
        :"",:        
        ::::
       "
7,27,"               __          
               /\ )        
               OO\ )       
      _        l  C )      
     ..;      (\O (  )     
    (O b-^    (_\(___)     
___/__/--^\_____/   \_VJ__
"
8,13,"       __    
      (  )   
       )(    
    ,;/  \:. 
   ( `.__,' )
    `-.__,-' 
     ((__))  
gpyy  `--'
  "
8,20,"         _          
       .' '.        
  __  /     \   _   
 /.-;|  /'._|_.'#`\ 
||   |  |  _       |
\\__/|  \.' ;'-.__/ 
 '--' \     /       
   jgs '._.'
       "
11,38,"            .-""''-.  _                
          .'       `( \               
        @/            ')   ,--,__,-""  
        /        /      \ /     /   _/
      __|           ,   |/         /  
    .~  `\   / \ ,  |   /             
  .~      `\    `  /  _/   _/         
.~          `\  ~~`__/    /           
~             `--'/                   
             /   /    /               
            /  /'    /jgs
            "
12,17,"       ,o.       
      (   )      
       ) (       
     ,'   `.     
 ,-'/       \`-. 
(   `-.___,-'   )
 `-.         ,-' 
    /`,---.'\    
   / /     \ \   
  ( (       ) )  
   \ `-._,-' /   
gpyy `-._,-'
    "
19,19,"    ,""=-.          
   /    _),`'"".    
  (   /a( ),   )   
  )  C  = =  ?/    
 (  )) (_  o-<     
 ) ( `-' \; ( \_   
(  | \ ) )|  \_/}  
 \  \  \(_;/-|_)   
  )/) `._,--/ /    
   /     `!__!!    
  (       (_o))    
---`-._,      )--- 
 ------(   /  |----
       |   (  |    
       :__/|\_;    
         \ |/      
          )(\_     
         /_)--`    
 gpyy    \_!
      "
24,20,"     ___            
   ((((\\\          
    9_9 3))         
    \=  ((          
    __) (__         
  ,'  \_/  `.       
 /    :|:    \      
/  /  :|:  \  \     
\  \..:|:../  /     
 `._\_, __/_.'      
  .-)\\-///-.       
  ||   L   ||       
  ||   ^   ||       
  |/-->&<--\|       
  |  (._.)  |       
  |  ( @ )  |       
  | /|`""'|\ |       
 //(_\___/_)\\      
 \\_()___()_//      
  `+---I---+'       
  |\(_)|(_)/|       
 _|j""""""""""""""|j_      
 | |_______| |      
 |_|       |_|  hjw
"
